name,entry,size,thunk,calling_convention
FUN_1001ef10,1001ef10,83,0,__cdecl
FUN_1000b210,1000b210,82,0,__cdecl
FUN_1000c5f0,1000c5f0,82,0,__cdecl
FUN_10012df0,10012df0,82,0,__cdecl
FUN_1001beb0,1001beb0,82,0,__cdecl
FUN_10039541,10039541,82,0,__cdecl
FUN_10009090,10009090,81,0,__cdecl
FUN_1000a9a0,1000a9a0,81,0,__cdecl
FUN_10012d20,10012d20,81,0,__cdecl
FUN_10018180,10018180,81,0,__cdecl
FUN_1001aba0,1001aba0,81,0,__cdecl
FUN_10039696,10039696,81,0,__cdecl
__cfltcvt,1003a7b2,81,0,__cdecl
FUN_10034a40,10034a40,80,0,__cdecl
FUN_100145c0,100145c0,78,0,__cdecl
FUN_100181e0,100181e0,78,0,__cdecl
FUN_1001b070,1001b070,78,0,__stdcall
FUN_1002c2d0,1002c2d0,78,0,__cdecl
FUN_10038900,10038900,78,0,__cdecl
FUN_100394c7,100394c7,78,0,__cdecl
FUN_10040c0b,10040c0b,78,0,__cdecl
FUN_10033120,10033120,77,0,__stdcall
__fclose_lk,10039cd5,76,0,__cdecl
FUN_10019f40,10019f40,75,0,__cdecl
FUN_10028e90,10028e90,75,0,__cdecl
FUN_10002f20,10002f20,74,0,__cdecl
FUN_1000c460,1000c460,74,0,__cdecl
FUN_10010090,10010090,74,0,__cdecl
FUN_10012c40,10012c40,74,0,__cdecl
FUN_10013b00,10013b00,74,0,__cdecl
FUN_10041e1b,10041e1b,74,0,__cdecl
FUN_1003fa8b,1003fa8b,73,0,__cdecl
FUN_1000b3c0,1000b3c0,72,0,__cdecl
FUN_100396e7,100396e7,72,0,__cdecl
FUN_1000c290,1000c290,71,0,__cdecl
FUN_10011c00,10011c00,71,0,__cdecl
FUN_10007170,10007170,70,0,__cdecl
FUN_1001fa00,1001fa00,70,0,__cdecl
FUN_100332d0,100332d0,70,0,__cdecl
FUN_1000b150,1000b150,69,0,__cdecl
FUN_100163b0,100163b0,69,0,__cdecl
FUN_1000b100,1000b100,68,0,__cdecl
FUN_100407c4,100407c4,68,0,__cdecl
FUN_10015fd0,10015fd0,67,0,__cdecl
